SYMBOL	STAN	EOREOR
886661782697	0,000	EOREOR
886661780716	0,000	EOREOR
886661412747	0,000	EOREOR
886661782741	0,000	EOREOR
886661340965	1,000	EOREOR
886661341054	1,000	EOREOR
071457571672	0,000	EOREOR
886661412754	0,000	EOREOR
886661780587	26,000	EOREOR
	8,000	EOREOR
886661038237	0,000	EOREOR
795711795085	0,000	EOREOR
795711795092	20,000	EOREOR
886661806164	0,000	EOREOR
886661780556	0,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
795711230586	0,000	EOREOR
795711230593	0,000	EOREOR
795711230609	0,000	EOREOR
795711230616	0,000	EOREOR
795711604608	0,000	EOREOR
795711586027	5,000	EOREOR
795711450410	13,000	EOREOR
795711803902	7,000	EOREOR
795711448189	0,000	EOREOR
886661094707	14,000	EOREOR
795711997373	18,000	EOREOR
795711997410	8,000	EOREOR
795711283278	23,000	EOREOR
795711447649	7,000	EOREOR
795711448523	8,000	EOREOR
795711448547	9,000	EOREOR
795711283155	20,000	EOREOR
795711283162	23,000	EOREOR
795711449797	9,000	EOREOR
795711449803	9,000	EOREOR
795711286484	0,000	EOREOR
795711447304	15,000	EOREOR
795711283179	38,000	EOREOR
795711449292	2,000	EOREOR
795711952563	8,000	EOREOR
795711447731	2,000	EOREOR
795711447991	0,000	EOREOR
886661044917	4,000	EOREOR
795711441111	4,000	EOREOR
795711441135	2,000	EOREOR
795711797140	0,000	EOREOR
795711803957	8,000	EOREOR
795711442170	5,000	EOREOR
795711447120	7,000	EOREOR
795711797591	2,000	EOREOR
795711660253	28,000	EOREOR
795711801533	7,000	EOREOR
795711669577	8,000	EOREOR
795711669591	7,000	EOREOR
795711669607	5,000	EOREOR
795711669614	8,000	EOREOR
795711982959	2,000	EOREOR
886661243174	0,000	EOREOR
795711660284	6,000	EOREOR
795711668020	1,000	EOREOR
795711668952	15,000	EOREOR
795711661632	11,000	EOREOR
886661158683	0,000	EOREOR
795711668914	23,000	EOREOR
795711670375	19,000	EOREOR
795711670399	10,000	EOREOR
795711662622	11,000	EOREOR
795711671112	23,000	EOREOR
795711663780	4,000	EOREOR
	0,000	EOREOR
795711663797	14,000	EOREOR
795711664282	8,000	EOREOR
795711665104	12,000	EOREOR
795711660918	5,000	EOREOR
795711664367	4,000	EOREOR
795711662165	7,000	EOREOR
795711284220	19,000	EOREOR
795711670542	19,000	EOREOR
795711663278	10,000	EOREOR
795711671211	19,000	EOREOR
795711671709	20,000	EOREOR
795711671716	9,000	EOREOR
795711672157	11,000	EOREOR
795711798147	7,000	EOREOR
795711661472	9,000	EOREOR
795711844011	0,000	EOREOR
795711283339	7,000	EOREOR
795711664503	5,000	EOREOR
795711667900	15,000	EOREOR
795711667924	0,000	EOREOR
795711661502	9,000	EOREOR
795711283353	10,000	EOREOR
795711662493	20,000	EOREOR
795711283360	6,000	EOREOR
795711663995	10,000	EOREOR
795711664534	10,000	EOREOR
795711664565	3,000	EOREOR
795711477424	9,000	EOREOR
795711657864	0,000	EOREOR
795711283391	20,000	EOREOR
	15,000	EOREOR
795711658373	10,000	EOREOR
	12,000	EOREOR
795711659882	25,000	EOREOR
795711658922	4,000	EOREOR
795711800376	11,000	EOREOR
	0,000	EOREOR
795711660239	5,000	EOREOR
795711665845	0,000	EOREOR
795711665784	18,000	EOREOR
795711657727	2,000	EOREOR
795711657741	1,000	EOREOR
795711657635	11,000	EOREOR
795711283483	9,000	EOREOR
795711283490	20,000	EOREOR
795711659691	1,000	EOREOR
795711283643	10,000	EOREOR
795711666347	1,000	EOREOR
795711440916	6,000	EOREOR
795711283674	15,000	EOREOR
795711665876	2,000	EOREOR
795711801885	9,000	EOREOR
795711442774	9,000	EOREOR
795711442248	1,000	EOREOR
795711804015	0,000	EOREOR
795711800802	5,000	EOREOR
795711444730	2,000	EOREOR
795711441708	0,000	EOREOR
795711440923	0,000	EOREOR
	0,000	EOREOR
795711443818	3,000	EOREOR
795711443986	0,000	EOREOR
795711444464	2,000	EOREOR
795711444211	0,000	EOREOR
795711444235	6,000	EOREOR
	8,000	EOREOR
795711444426	2,000	EOREOR
795711444433	3,000	EOREOR
	0,000	EOREOR
886661161775	12,000	EOREOR
795711444600	2,000	EOREOR
795711440930	2,000	EOREOR
795711441876	2,000	EOREOR
886661433360	1,000	EOREOR
886661433377	1,000	EOREOR
795711440343	2,000	EOREOR
795711800895	10,000	EOREOR
795711800901	4,000	EOREOR
795711284015	0,000	EOREOR
886661269112	0,000	EOREOR
795711444280	2,000	EOREOR
795711696740	1,000	EOREOR
795711442125	0,000	EOREOR
795711800932	4,000	EOREOR
795711444273	1,000	EOREOR
795711800956	1,000	EOREOR
795711800963	15,000	EOREOR
795711853402	11,000	EOREOR
795711286231	0,000	EOREOR
795711286446	0,000	EOREOR
795711444471	1,000	EOREOR
795711444822	2,000	EOREOR
795711445010	1,000	EOREOR
	0,000	EOREOR
795711445034	0,000	EOREOR
795711450328	4,000	EOREOR
795711442484	2,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
795711284046	3,000	EOREOR
795711442972	0,000	EOREOR
	0,000	EOREOR
795711442996	1,000	EOREOR
795711443146	0,000	EOREOR
	0,000	EOREOR
795711444884	18,000	EOREOR
795711445065	0,000	EOREOR
795711445072	7,000	EOREOR
795711444686	1,000	EOREOR
886661307845	0,000	EOREOR
795711442507	0,000	EOREOR
795711443009	0,000	EOREOR
795711443542	0,000	EOREOR
795711444341	1,000	EOREOR
795711445225	15,000	EOREOR
795711445638	0,000	EOREOR
	1,000	EOREOR
795711665814	1,000	EOREOR
	0,000	EOREOR
795711680626	0,000	EOREOR
795711681142	1,000	EOREOR
795711665456	4,000	EOREOR
795711801076	2,000	EOREOR
795711681852	1,000	EOREOR
795711665135	1,000	EOREOR
795711680695	3,000	EOREOR
795711681456	0,000	EOREOR
795711681166	3,000	EOREOR
795711681173	6,000	EOREOR
886661165919	12,000	EOREOR
795711591595	8,000	EOREOR
00043458	8,000	EOREOR
795711681814	0,000	EOREOR
795711682033	11,000	EOREOR
795711665975	15,000	EOREOR
795711665999	6,000	EOREOR
	0,000	EOREOR
795711481414	1,000	EOREOR
795711481421	0,000	EOREOR
795711481438	2,000	EOREOR
795711426637	7,000	EOREOR
795711426644	7,000	EOREOR
795711680213	7,000	EOREOR
795711680220	0,000	EOREOR
795711680480	2,000	EOREOR
795711680978	0,000	EOREOR
795711684822	10,000	EOREOR
795711680510	16,000	EOREOR
795711665340	9,000	EOREOR
795711681357	12,000	EOREOR
5701715037842	16,000	EOREOR
795711681005	9,000	EOREOR
795711665388	7,000	EOREOR
4005337013811	15,000	EOREOR
4005337427793	7,000	EOREOR
795711593773	14,000	EOREOR
886661087037	5,000	EOREOR
795711681678	28,000	EOREOR
795711680886	0,000	EOREOR
795711591175	17,000	EOREOR
5701715318590	20,000	EOREOR
795711924515	6,000	EOREOR
4005337184726	17,000	EOREOR
795711681418	29,000	EOREOR
5701715124856	15,000	EOREOR
795711681555	4,000	EOREOR
5703887120179	11,000	EOREOR
795711681531	10,000	EOREOR
795711681920	10,000	EOREOR
795711982652	6,000	EOREOR
5703887107927	1,000	EOREOR
795711665012	19,000	EOREOR
886661777952	8,000	EOREOR
795711980573	10,000	EOREOR
795711684792	11,000	EOREOR
795711684808	17,000	EOREOR
795711561277	0,000	EOREOR
886661087242	10,000	EOREOR
795711684419	1,000	EOREOR
795711425784	4,000	EOREOR
886661268979	19,000	EOREOR
795711861537	0,000	EOREOR
	0,000	EOREOR
795711684112	6,000	EOREOR
795711933937	1,000	EOREOR
	0,000	EOREOR
795711599928	0,000	EOREOR
	0,000	EOREOR
795711688189	0,000	EOREOR
886661349524	0,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
5902004529486	0,000	EOREOR
5902004529509	0,000	EOREOR
4014348935661	0,000	EOREOR
5907102005085	0,000	EOREOR
5902341102533	0,000	EOREOR
5902341102847	0,000	EOREOR
5901157071477	0,000	EOREOR
5907102003890	3,000	EOREOR
00151962	0,000	EOREOR
	99,000	EOREOR
00028820	13,000	EOREOR
00090544	2,000	EOREOR
5904842727260	0,000	EOREOR
5904842727239	0,000	EOREOR
00011129	1,000	EOREOR
5904842727253	0,000	EOREOR
5904842728182	1,000	EOREOR
00088947	1,000	EOREOR
00151825	0,000	EOREOR
00112291	0,000	EOREOR
5907102010034	0,000	EOREOR
5902077108076	0,000	EOREOR
5902077107628	1,000	EOREOR
5420036905691	0,000	EOREOR
5420036906216	0,000	EOREOR
15878236	0,000	EOREOR
00173032	0,000	EOREOR
00131100	0,000	EOREOR
00131070	0,000	EOREOR
00170994	2,000	EOREOR
00131216	2,000	EOREOR
5901752290273	0,000	EOREOR
5907547466830	585,000	EOREOR
5902341005704	4,000	EOREOR
5902341005902	0,000	EOREOR
5902341005513	0,000	EOREOR
5904517106062	0,000	EOREOR
5902341005575	0,000	EOREOR
5902341005636	1,000	EOREOR
5902341005735	12,000	EOREOR
5902341005698	1,000	EOREOR
5902341005544	0,000	EOREOR
5902341003298	0,000	EOREOR
5902341005841	0,000	EOREOR
5902341005612	0,000	EOREOR
5902341005667	0,000	EOREOR
5902341005629	1,000	EOREOR
5902341005643	4,000	EOREOR
5902341005537	0,000	EOREOR
5902341005858	18,000	EOREOR
5902341003069	12,000	EOREOR
5902341003045	8,000	EOREOR
5902341003120	9,000	EOREOR
5902341003137	4,000	EOREOR
5902341003229	26,000	EOREOR
5902341003250	1,000	EOREOR
5902341003021	12,000	EOREOR
5902341003274	0,000	EOREOR
5902341003076	17,000	EOREOR
5902341003199	12,000	EOREOR
5902341003113	0,000	EOREOR
5902341003168	9,000	EOREOR
5902341005780	0,000	EOREOR
5902341002659	22,000	EOREOR
5902341002116	11,000	EOREOR
5902341003236	1,000	EOREOR
5902341003038	3,000	EOREOR
5902341003205	14,000	EOREOR
5902341002192	0,000	EOREOR
5902341002666	4,000	EOREOR
5902341002673	8,000	EOREOR
5902341002680	0,000	EOREOR
5902341002963	9,000	EOREOR
5902341002048	0,000	EOREOR
5902341002017	1,000	EOREOR
5902341002642	6,000	EOREOR
5902341002062	4,000	EOREOR
5902341002147	0,000	EOREOR
5902341002260	16,000	EOREOR
5902341002093	8,000	EOREOR
5902341002079	7,000	EOREOR
5902341002123	0,000	EOREOR
5902341002000	48,000	EOREOR
5902341002222	2,000	EOREOR
5902341002024	16,000	EOREOR
5902341002031	0,000	EOREOR
5902341002161	8,000	EOREOR
5902341002215	0,000	EOREOR
5902341002109	12,000	EOREOR
5902341002154	7,000	EOREOR
5902341002130	2,000	EOREOR
5902341002185	4,000	EOREOR
5902341002086	1,000	EOREOR
5902341002307	15,000	EOREOR
5902341000013	31,000	EOREOR
5902341003663	9,000	EOREOR
5902341003564	18,000	EOREOR
5902341003502	0,000	EOREOR
5902341005711	4,000	EOREOR
5902341005742	7,000	EOREOR
5902341005520	1,000	EOREOR
5902341005759	3,000	EOREOR
5902341003441	4,000	EOREOR
5902341003434	6,000	EOREOR
5902341004387	28,000	EOREOR
5902341004776	27,000	EOREOR
5902341004745	1,000	EOREOR
5902341004462	2,000	EOREOR
5902341004714	24,000	EOREOR
5902341004806	0,000	EOREOR
5902341004837	1,000	EOREOR
5902341004356	0,000	EOREOR
5902341004400	33,000	EOREOR
5902341004493	4,000	EOREOR
5902341004370	5,000	EOREOR
5902341004219	0,000	EOREOR
5902341001584	7,000	EOREOR
5902341005834	1,000	EOREOR
5902341009092	0,000	EOREOR
5902341005773	14,000	EOREOR
5902341000402	0,000	EOREOR
5902341007425	10,000	EOREOR
5902341007418	1,000	EOREOR
5902341007401	5,000	EOREOR
5902341001133	1,000	EOREOR
5902341004059	0,000	EOREOR
5902341001386	0,000	EOREOR
5902341001379	0,000	EOREOR
5902341001720	0,000	EOREOR
5902341001645	0,000	EOREOR
5902341001676	0,000	EOREOR
5902341004226	0,000	EOREOR
5902341004202	21,000	EOREOR
5902341004578	1,000	EOREOR
5902341007197	1,000	EOREOR
00135764	0,000	EOREOR
00030236	0,000	EOREOR
00019149	0,000	EOREOR
5901875003682	0,000	EOREOR
5901875004979	0,000	EOREOR
5901875003637	0,000	EOREOR
00013017	0,000	EOREOR
5902004533629	0,000	EOREOR
5902004529462	0,000	EOREOR
5902004527222	0,000	EOREOR
5902004527239	0,000	EOREOR
5902004527246	1,000	EOREOR
5902004539034	0,000	EOREOR
5902004527611	0,000	EOREOR
5902004527628	0,000	EOREOR
00033848	7,000	EOREOR
5907547400544	9,000	EOREOR
5907547407543	20,000	EOREOR
5907547407550	19,000	EOREOR
5907547404658	0,000	EOREOR
5907547404603	0,000	EOREOR
5907547407567	25,000	EOREOR
5907547448676	18,000	EOREOR
5907547400315	2,000	EOREOR
5907547448683	12,000	EOREOR
5907547400322	17,000	EOREOR
5907547448690	0,000	EOREOR
5907547407574	11,000	EOREOR
5907547407581	0,000	EOREOR
5907547400513	1,000	EOREOR
5907547400223	0,000	EOREOR
5907547448881	6,000	EOREOR
5907547400537	3,000	EOREOR
5907547404726	0,000	EOREOR
5907547448706	4,000	EOREOR
	0,000	EOREOR
5907547401008	93,000	EOREOR
5907547448614	15,000	EOREOR
5907547400025	0,000	EOREOR
5907547448638	3,000	EOREOR
5907547468438	38,000	EOREOR
5907547468445	24,000	EOREOR
5907547467790	7,000	EOREOR
5907547400117	16,000	EOREOR
5907547400124	9,000	EOREOR
5907547401015	140,000	EOREOR
5907547467806	9,000	EOREOR
5907547401022	213,600	EOREOR
5907547400216	0,000	EOREOR
5907547467813	4,000	EOREOR
5907547401947	0,000	EOREOR
5907547400179	0,000	EOREOR
5907547448645	29,000	EOREOR
5907547448652	20,000	EOREOR
5907547445514	367,500	EOREOR
5907547467820	2,000	EOREOR
5907547400414	16,000	EOREOR
5907547400421	0,000	EOREOR
5907547445613	1,600	EOREOR
5907547404801	10,000	EOREOR
5900000018782	0,000	EOREOR
5907547404696	0,000	EOREOR
5900000001258	0,000	EOREOR
5907547404764	5,000	EOREOR
5907547468353	39,000	EOREOR
5907547468360	6,000	EOREOR
5907547404054	961,500	EOREOR
5907547404139	0,000	EOREOR
5907547420917	814,700	EOREOR
5907547404269	96,000	EOREOR
5907547400346	7,000	EOREOR
5907547404313	75,000	EOREOR
5907547403811	54,500	EOREOR
5907547400568	304,500	EOREOR
5902815980476	0,000	EOREOR
5907547466960	36,000	EOREOR
5907547400629	4,000	EOREOR
5907547400612	11,000	EOREOR
5907547466977	33,000	EOREOR
5907547466984	7,000	EOREOR
5900000004327	11,000	EOREOR
5907547400643	0,000	EOREOR
5907695602739	0,000	EOREOR
5907695602746	0,000	EOREOR
5907547400728	10,000	EOREOR
5907547400735	7,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
	6,500	EOREOR
	0,000	EOREOR
00158879	27,500	EOREOR
5907617310018	1,000	EOREOR
	0,000	EOREOR
	0,000	EOREOR
5907617310025	0,000	EOREOR
	0,000	EOREOR
5903837332526	33,000	EOREOR
5903837332427	5,000	EOREOR
5903837332502	5,000	EOREOR
5903837332007	2,000	EOREOR
5903837332304	16,000	EOREOR
5903837332205	11,000	EOREOR
5903837333004	9,000	EOREOR
5903837334100	2,000	EOREOR
5903837334407	10,000	EOREOR
5903837334001	19,000	EOREOR
5903837334308	14,000	EOREOR
5903837330232	19,000	EOREOR
5903837331000	7,000	EOREOR
5903837330300	9,000	EOREOR
5903837330003	0,000	EOREOR
5903837330201	14,000	EOREOR
5903837330263	0,000	EOREOR
5907617310056	1,000	EOREOR
5907617311671	5,000	EOREOR
5907617311688	7,000	EOREOR
5907617311695	9,000	EOREOR
5907617321960	7,000	EOREOR
5907617311664	6,000	EOREOR
5907617310032	7,000	EOREOR
5907617310049	9,000	EOREOR
5903837331970	24,000	EOREOR
5907617310063	9,000	EOREOR
5907617310087	3,000	EOREOR
5907617310070	11,000	EOREOR
5903837330126	0,000	EOREOR
5907617310100	1,000	EOREOR
5907617310094	7,000	EOREOR
5907617310117	10,000	EOREOR
5903837330102	0,000	EOREOR
5907617311732	2,000	EOREOR
5907617323568	4,000	EOREOR
5905810199089	0,000	EOREOR
5907520400257	0,000	EOREOR
5900000156316	0,000	EOREOR
886661748402	13,000	EOREOR
886661748433	11,000	EOREOR
886661448890	6,000	EOREOR
886661431007	1,000	EOREOR
886661431052	1,000	EOREOR
886661431090	0,000	EOREOR
886661460076	1,000	EOREOR
886661915415	23,000	EOREOR
00034371	0,000	EOREOR
5904235006675	1,000	EOREOR
795711403683	1,000	EOREOR
00088411	0,000	EOREOR
00138703	1,000	EOREOR
4003718057591	4,000	EOREOR
4003718059755	0,000	EOREOR
00140553	0,000	EOREOR
00160629	1,000	EOREOR
00159920	0,000	EOREOR
00097383	2,000	EOREOR
5900000013664	4,000	EOREOR
911990711969	0,000	EOREOR
00187589	0,000	EOREOR
00187596	1,000	EOREOR
00180085	0,000	EOREOR
911983950689	0,000	EOREOR
00091336	3,000	EOREOR
912108596553	0,000	EOREOR
00091343	1,000	EOREOR
00089586	0,000	EOREOR
00051019	3,000	EOREOR
912195355941	1,000	EOREOR
00181273	0,000	EOREOR
00085410	1,000	EOREOR
00117500	0,000	EOREOR
412255	0,000	EOREOR
00143028	1,000	EOREOR
4003718035254	11,000	EOREOR
8032706105644	6,000	EOREOR
	0,000	EOREOR
00153669	0,000	EOREOR
00159685	4,000	EOREOR
00180092	0,000	EOREOR
00187565	2,000	EOREOR
5900000011769	2,000	EOREOR
5900000011684	2,000	EOREOR
00175296	0,000	EOREOR
00089609	1,000	EOREOR
00056410	1,000	EOREOR
00089616	4,000	EOREOR
912215430535	0,000	EOREOR
912059266017	0,000	EOREOR
5900000011875	5,000	EOREOR
00175302	0,000	EOREOR
5900000011912	6,000	EOREOR
912073749817	0,000	EOREOR
00097376	2,000	EOREOR
911991830126	0,000	EOREOR
912185201661	1,000	EOREOR
00067881	1,000	EOREOR
00005210	1,000	EOREOR
00158817	0,000	EOREOR
00144278	0,000	EOREOR
00005364	1,000	EOREOR
00121583	1,000	EOREOR
00003698	0,000	EOREOR
00061605	1,000	EOREOR
00004459	1,000	EOREOR
4003718057607	2,000	EOREOR
00048620	1,000	EOREOR
4003718055290	0,000	EOREOR
00097352	0,000	EOREOR
00142465	0,000	EOREOR
00012041	0,000	EOREOR
00097536	1,000	EOREOR
912044284187	0,000	EOREOR
	0,000	EOREOR
00117470	0,000	EOREOR
00135863	0,000	EOREOR
912202261142	0,000	EOREOR
00097772	4,000	EOREOR
4015966665572	1,000	EOREOR
	0,000	EOREOR
00164740	0,000	EOREOR
00098649	2,000	EOREOR
00061803	0,000	EOREOR
4003718347098	3,000	EOREOR
4003718337570	3,000	EOREOR
4003718340570	0,000	EOREOR
00056311	0,000	EOREOR
00014458	4,000	EOREOR
00025461	0,000	EOREOR
00121798	1,000	EOREOR
0119573	1,000	EOREOR
00024198	0,000	EOREOR
00137775	0,000	EOREOR
00002400	0,000	EOREOR
00142854	0,000	EOREOR
00121804	0,000	EOREOR
00071444	0,000	EOREOR
00002813	0,000	EOREOR
912059265881	1,000	EOREOR
00003414	0,000	EOREOR
00067799	0,000	EOREOR
00167857	0,000	EOREOR
00155144	0,000	EOREOR
00046046	1,000	EOREOR
00027649	0,000	EOREOR
00022354	0,000	EOREOR
00086899	2,000	EOREOR
0000000139137	0,000	EOREOR
00083850	0,000	EOREOR
00003377	1,000	EOREOR
00096942	0,000	EOREOR
00076913	0,000	EOREOR
00146647	1,000	EOREOR
5900000009582	0,000	EOREOR
00164733	1,000	EOREOR
912122213658	0,000	EOREOR
00071079	0,000	EOREOR
4003718005172	0,000	EOREOR
00097369	2,000	EOREOR
00180108	0,000	EOREOR
912002377043	0,000	EOREOR
00085588	4,000	EOREOR
00099608	2,000	EOREOR
00091640	1,000	EOREOR
911905332913	0,000	EOREOR
00135870	2,000	EOREOR
00152877	0,000	EOREOR
00176392	1,000	EOREOR
	0,000	EOREOR
00187572	0,000	EOREOR
00091084	1,000	EOREOR
912158728690	0,000	EOREOR
00175289	0,000	EOREOR
00141802	0,000	EOREOR
	1,000	EOREOR
00058155	0,000	EOREOR
5907439961832	0,000	EOREOR
00003780	4,000	EOREOR
	0,000	EOREOR
00158800	0,000	EOREOR
00058575	0,000	EOREOR
912122213696	4,000	EOREOR
00138642	0,000	EOREOR
00069540	3,000	EOREOR
	0,000	EOREOR
912102773295	0,000	EOREOR
912227984200	0,000	EOREOR
00005128	1,000	EOREOR
	4,000	EOREOR
912048492144	0,000	EOREOR
00180115	0,000	EOREOR
00089647	3,000	EOREOR
00098731	1,000	EOREOR
00090230	4,000	EOREOR
00090223	1,000	EOREOR
441708	3,000	EOREOR
911991830430	0,000	EOREOR
912000544348	0,000	EOREOR
912062504885	1,000	EOREOR
912060489047	1,000	EOREOR
00177542	0,000	EOREOR
00089210	1,000	EOREOR
00000291	0,000	EOREOR
00000727	1,000	EOREOR
00120883	0,000	EOREOR
00110297	0,000	EOREOR
00176729	0,000	EOREOR
00141772	0,000	EOREOR
00142472	0,000	EOREOR
912130599294	1,000	EOREOR
00142489	0,000	EOREOR
00142458	0,000	EOREOR
00067287	0,000	EOREOR
00180344	1,000	EOREOR
00142847	1,000	EOREOR
	0,000	EOREOR
	2,000	EOREOR
911782350154	1,000	EOREOR
911991829977	0,000	EOREOR
	0,000	EOREOR
47358201	0,000	EOREOR
	0,000	EOREOR
00003384	1,000	EOREOR
	0,000	EOREOR
00138666	2,000	EOREOR
00048613	4,000	EOREOR
00141796	0,000	EOREOR
00003704	2,000	EOREOR
912203048018	0,000	EOREOR
00159678	0,000	EOREOR
912122213641	2,000	EOREOR
00119610	0,000	EOREOR
00095204	2,000	EOREOR
00078078	14,000	EOREOR
00033015	1,000	EOREOR
00058827	0,000	EOREOR
00042925	0,000	EOREOR
7320460588379	0,000	EOREOR
5900469331354	0,000	EOREOR
5908229364451	0,000	EOREOR
5906992573025	0,000	EOREOR
5907632720717	3,000	EOREOR
5907632720724	1,000	EOREOR
5901292643515	0,000	EOREOR
5902738303611	0,000	EOREOR
5904816013535	8,000	EOREOR
5907632720700	5,000	EOREOR
16213241	3,000	EOREOR
99900335	0,000	EOREOR
8719194254169	9,000	EOREOR
00131186	1,000	EOREOR
DT23182800000	0,000	EOREOR
00151917	2,000	EOREOR
00131155	0,000	EOREOR
00042796	5,000	EOREOR
00117425	2,000	EOREOR
00186704	0,000	EOREOR
5902004501574	3,000	EOREOR
00178112	0,000	EOREOR
5907626101522	0,000	EOREOR
5907626101508	0,000	EOREOR
00155366	6,000	EOREOR
00180191	0,000	EOREOR
5902341102007	0,000	EOREOR
5907102003500	1,000	EOREOR
5907102003517	0,000	EOREOR
5901157070098	0,000	EOREOR
5901157070104	0,000	EOREOR
00116749	0,000	EOREOR
503911001	0,000	EOREOR
00129114	0,000	EOREOR
795711516413	4,000	EOREOR
5907617321991	0,000	EOREOR
00151801	0,000	EOREOR
8718158758743	0,000	EOREOR
8711295802010	0,000	EOREOR
8711295561481	2,000	EOREOR
00112277	0,000	EOREOR
15568007	2,000	EOREOR
00133302	1,000	EOREOR
5907456264060	0,000	EOREOR
4010052368252	3,000	EOREOR
5903837519019	0,000	EOREOR
5907102003982	0,000	EOREOR
5907102003999	0,000	EOREOR
5907772511107	0,000	EOREOR
5907772511114	0,000	EOREOR
5906764484153	1,000	EOREOR
5900644538394	0,000	EOREOR
5907632720731	0,000	EOREOR
5900469331255	0,000	EOREOR
4010052505701	2,000	EOREOR
4010052514666	0,000	EOREOR
5905546017466	0,000	EOREOR
00151924	0,000	EOREOR
00136532	0,000	EOREOR
4051451704227	0,000	EOREOR
5907617305489	39,000	EOREOR
5903837401505	25,000	EOREOR
5903837401055	18,000	EOREOR
5907617322509	18,000	EOREOR
5907617304833	0,000	EOREOR
5903837500017	0,000	EOREOR
00127431	0,000	EOREOR
5907778331174	4,000	EOREOR
5907778336391	4,000	EOREOR
5904842069957	7,000	EOREOR
4078500531603	5,000	EOREOR
5902004500805	0,000	EOREOR
00020053	0,000	EOREOR
00047142	0,000	EOREOR
00144476	0,000	EOREOR
00040747	0,000	EOREOR
	0,000	EOREOR
5902341009252	0,000	EOREOR
5902341009634	0,000	EOREOR
5902341006961	0,000	EOREOR
5902341008538	0,000	EOREOR
5901157070142	0,000	EOREOR
5902077108885	2,000	EOREOR
	0,000	EOREOR
5907772514139	0,000	EOREOR
5907486600067	1,000	EOREOR
0202309628856800	0,000	EOREOR
5901875008298	15,000	EOREOR
16589094	0,000	EOREOR
00122467	0,000	EOREOR
16085879	0,000	EOREOR
5907617311817	14,000	EOREOR
5907617310155	0,000	EOREOR
5907617311756	0,000	EOREOR
5907617312562	0,000	EOREOR
5907617311800	0,000	EOREOR
5907617311787	2,000	EOREOR
5907617310162	0,000	EOREOR
5903837059102	0,000	EOREOR
5907617310179	6,000	EOREOR
5907617310216	10,000	EOREOR
5907617310186	5,000	EOREOR
5907617311794	6,000	EOREOR
5907617311763	0,000	EOREOR
5907617312579	1,000	EOREOR
5907617310209	11,000	EOREOR
5903837059508	0,000	EOREOR
5907617321465	0,000	EOREOR
00113786	0,000	EOREOR
00004169	0,000	EOREOR
5907617310223	10,000	EOREOR
5907617310230	9,000	EOREOR
5907617311824	8,000	EOREOR
5907617310247	10,000	EOREOR
5903837058600	0,000	EOREOR
5907617310254	3,000	EOREOR
5907617311831	7,000	EOREOR
5907617311848	7,000	EOREOR
5903837058006	14,000	EOREOR
5903837058587	11,000	EOREOR
5903837063000	9,000	EOREOR
5903837062102	9,000	EOREOR
5903837063604	4,000	EOREOR
5903837059409	3,000	EOREOR
5903837059607	12,000	EOREOR
5903837059355	9,000	EOREOR
5903837059003	2,000	EOREOR
5903837059300	1,000	EOREOR
5903837059157	16,000	EOREOR
5903837058525	0,000	EOREOR
5903837058631	10,000	EOREOR
5903837058556	24,000	EOREOR
5903837061105	3,000	EOREOR
5903837061402	4,000	EOREOR
5903837061358	18,000	EOREOR
5903837061006	6,000	EOREOR
5903837061501	12,000	EOREOR
5903837061303	0,000	EOREOR
5903837061150	7,000	EOREOR
5903837062522	1,000	EOREOR
5903837062256	8,000	EOREOR
5903837062409	15,000	EOREOR
5903837062201	0,000	EOREOR
5903837062003	33,000	EOREOR
5903837062508	16,000	EOREOR
5903837062300	0,000	EOREOR
5903837062157	2,000	EOREOR
5903837064625	0,000	EOREOR
5907617311886	7,000	EOREOR
5907617311893	1,000	EOREOR
5907617311916	7,000	EOREOR
5907617311909	17,000	EOREOR
5907617310285	16,000	EOREOR
5907617312586	13,000	EOREOR
5907617310308	8,000	EOREOR
5907617310315	10,000	EOREOR
5903837063055	0,000	EOREOR
5907617310322	4,000	EOREOR
5903837063109	0,000	EOREOR
5907617310339	5,000	EOREOR
5908229366158	0,000	EOREOR
5901875007406	0,000	EOREOR
5907102010119	4,000	EOREOR
	0,000	EOREOR
5907772511466	0,000	EOREOR
15577009	0,000	EOREOR
00013833	0,000	EOREOR
00133364	4,000	EOREOR
00097680	9,000	EOREOR
11187981	0,000	EOREOR
00087254	0,000	EOREOR
00034104	12,000	EOREOR
15006677	6,000	EOREOR
5900498009774	0,000	EOREOR
5900498013832	15,000	EOREOR
5900861421097	20,000	EOREOR
5900861042032	14,000	EOREOR
5900861421103	25,000	EOREOR
5900861421110	6,000	EOREOR
5900861042056	0,000	EOREOR
5900861142343	0,000	EOREOR
5900861142275	3,000	EOREOR
5900498009767	0,000	EOREOR
5906660101895	16,000	EOREOR
5900469342367	0,000	EOREOR
8594163210557	0,000	EOREOR
5900469342251	0,000	EOREOR
4051451704166	0,000	EOREOR
00038829	1,000	EOREOR
5900779819573	5,000	EOREOR
00038430	1,000	EOREOR
00038782	2,000	EOREOR
00038799	1,000	EOREOR
00013697	3,000	EOREOR
